Symbol,Name,Exchange,Sector,Industry,Date,Volume,Close,SMA_14,SMA_50,SMA_200,ADX_14,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,StdDev_5,LinearReg_5,CDL_Engulfing,CDL_3WhiteSoldiers
SE,Sea Ltd.,NYSE,Technology,Computer Services,2026-08-14,3362300.0,121.94,115.02,102.21,108.4,28.87,62.26,5.9888,4.7851,1.2036,128.64,111.55,94.47,5.7034,125.15,0,0
SEI,"Solaris Energy Infrastructure, Inc.",NYSE,Energy,Oil Equipment & Services,2026-08-14,1990700.0,63.3,55.7,66.31,59.22,16.53,54.4,-1.3284,-2.8955,1.5671,67.54,56.78,46.01,1.8123,62.58,0,0
SEZL,Sezzle Inc.,NASD,Financial,Financial Administration,2026-08-14,747600.0,128.96,147.24,155.76,93.7,28.37,39.77,-8.7091,-4.1817,-4.5274,193.57,152.82,112.06,4.3075,130.79,0,0
SFM,Sprouts Farmers Market Inc.,NASD,Consumer Staples,Food Retailers,2026-08-14,991800.0,82.5,84.64,82.12,79.34,15.1,49.81,1.1544,1.0999,0.0544,92.12,81.67,71.23,1.4152,82.72,0,0
SHEL,Shell Plc,NYSE,Energy,Integrated Oil & Gas,2026-08-14,5024800.0,90.47,89.62,84.71,81.84,26.0,60.01,1.584,1.6726,-0.0886,92.24,88.93,85.62,0.2526,90.27,0,0
SHOP,"Shopify, Inc.",NASD,Technology,Software,2026-08-14,5489400.0,154.32,139.55,122.92,132.29,29.35,66.71,9.6421,7.0526,2.5895,165.02,133.61,102.21,2.7317,155.08,0,0
SHW,Sherwin Williams Co.,NYSE,Materials,Specialty Chemicals,2026-08-14,1123100.0,359.1,357.89,334.98,334.05,26.34,57.52,8.9943,8.4216,0.5727,384.93,346.39,307.84,1.8653,359.58,0,0
SIMO,Silicon Motion Technology Corp. ADS,NASD,Technology,Semiconductors,2026-08-14,1118400.0,268.9,245.95,280.76,172.65,15.77,51.93,-9.1132,-10.9244,1.8113,293.71,253.01,212.31,15.6076,262.88,0,0
SIRI,Sirius XM Holdings Inc.,NASD,Communication Services,Entertainment,2026-08-14,3262400.0,28.46,29.9,29.39,24.51,17.88,40.91,-0.3554,-0.0067,-0.3487,32.31,30.01,27.72,0.2543,28.2,0,0
SJM,The J. M. Smucker Co.,NYSE,Consumer Staples,Food Products,2026-08-14,905300.0,121.39,120.14,114.78,105.25,18.44,58.6,1.7184,1.9491,-0.2307,124.91,119.16,113.42,1.5321,121.23,0,0
SKM,SKTelecom Co. Ltd.,NYSE,Communication Services,Mobile Telecommunications,2026-08-14,2629200.0,38.51,33.78,34.21,29.72,15.67,64.36,0.7211,0.1366,0.5845,38.13,33.81,29.5,1.9465,38.14,0,0
SLB,SLB Ltd.,NYSE,Energy,Oil Equipment & Services,2026-08-14,9942700.0,53.77,51.06,49.92,47.64,23.75,61.75,1.0718,0.6372,0.4346,54.79,50.33,45.88,0.6497,52.97,0,0
SM,SM Energy Co.,NYSE,Energy,Exploration & Production,2026-08-14,4111400.0,33.75,31.28,29.96,25.45,14.93,62.09,0.6493,0.4578,0.1915,34.59,31.58,28.57,0.6467,33.36,0,0
SMCI,"Super Micro Computer, Inc",NASD,Technology,Computer Hardware,2026-08-14,61990800.0,39.84,31.51,30.81,31.81,21.83,70.69,2.0191,0.6839,1.3353,38.74,30.61,22.47,3.6681,40.8,0,0
SMH,VanEck Semiconductor ETF,NASD,,,2026-08-14,5524200.0,587.82,561.6,591.48,462.03,15.92,54.11,-0.2368,-5.6992,5.4624,608.96,564.09,519.22,8.0695,591.4,0,0
SMTC,Semtech Corp.,NASD,Technology,Semiconductors,2026-08-14,1917900.0,140.35,126.24,141.15,102.56,13.41,54.58,-0.0694,-2.7448,2.6754,148.45,127.71,106.97,4.0922,139.39,0,0
SN,SharkNinja Inc.,NYSE,Consumer Discretionary,Durable Household Products,2026-08-14,1389500.0,185.1,175.3,151.82,121.22,45.03,71.92,11.1178,9.6722,1.4456,198.54,167.48,136.41,1.2404,186.49,0,0
SNDK,Sandisk Corp.,NASD,Technology,Semiconductors,2026-08-14,21000300.0,1641.11,1297.56,1655.64,903.24,16.7,57.0,-51.4031,-100.6394,49.2363,1692.05,1353.58,1015.11,155.1525,1617.05,0,0
SNEX,StoneX Group Inc.,NASD,Financial,Investment Services,2026-08-14,1297900.0,67.1,71.03,103.06,103.14,45.97,30.79,-10.1372,-11.0192,0.882,80.2,71.86,63.53,1.5416,67.86,0,0
SNOW,Snowflake Inc.,NYSE,Technology,Software,2026-08-14,2583100.0,328.92,314.41,270.0,214.43,36.87,71.76,20.5794,18.8598,1.7196,354.34,301.08,247.83,2.8077,331.82,-100,0
SOLV,Solventum Corp.,NYSE,Health Care,Medical Supplies,2026-08-14,1450400.0,88.59,86.15,80.28,75.95,20.31,63.17,2.0508,2.0093,0.0415,91.58,83.86,76.15,1.5253,87.75,0,0
SPG,"Simon Property Group, Inc.",NYSE,Real Estate,Retail REITs,2026-08-14,976100.0,219.58,225.6,221.93,199.08,17.23,41.99,-0.6511,0.7662,-1.4173,236.21,226.31,216.42,0.7215,220.34,0,0
SPHR,Sphere Entertainment Co.,NYSE,Communication Services,Entertainment,2026-08-14,519400.0,168.0,156.97,151.88,117.7,25.33,60.39,6.245,3.3445,2.9004,177.23,151.26,125.28,5.98,173.87,-100,0
SPOT,Spotify Technology S.A.,NYSE,Communication Services,Internet,2026-08-14,1366800.0,512.82,498.68,484.02,514.84,10.35,57.59,4.9096,4.0954,0.8142,525.4,494.38,463.36,8.7176,502.54,0,0
SSNC,SS & C Technologies Holdings Inc.,NASD,Technology,Software,2026-08-14,1183600.0,81.5,79.46,70.65,75.48,35.27,69.88,3.3142,3.1636,0.1506,86.27,76.64,67.0,0.9304,81.79,0,0
STLD,"Steel Dynamics, Inc.",NASD,Materials,Steel,2026-08-14,891000.0,255.77,260.07,250.18,204.2,22.37,52.51,5.4096,5.3386,0.071,275.74,254.08,232.42,4.1989,256.59,0,0
STM,STMicroelectronics NV,NYSE,Technology,Semiconductors,2026-08-14,4617400.0,54.29,53.17,65.3,43.29,28.7,42.99,-2.9106,-3.5679,0.6574,63.56,54.79,46.02,0.3632,54.12,0,0
STRL,"Sterling Infrastructure, Inc.",NASD,Industrial,Heavy Construction,2026-08-14,504100.0,576.48,551.57,710.81,513.26,28.69,44.95,-42.9727,-48.8137,5.841,722.0,589.93,457.86,17.0338,571.24,0,0
STT,State Street Corp.,NYSE,Financial,Asset Managers,2026-08-14,1125200.0,191.74,185.48,177.37,143.47,19.53,67.2,3.5183,3.3519,0.1664,191.59,185.11,178.62,1.8943,191.67,100,0
STX,"Seagate Technology Holdings, Inc.",NASD,Technology,Computer Hardware,2026-08-14,5246800.0,973.44,842.44,889.07,550.11,15.7,62.0,7.9434,-7.6418,15.5852,955.47,848.95,742.42,63.6423,968.2,0,0
SU,"Suncor Energy, Inc.",NYSE,Energy,Integrated Oil & Gas,2026-08-14,2992300.0,65.82,64.25,60.79,56.17,20.11,59.48,0.8574,0.9103,-0.0529,67.99,64.32,60.65,1.2056,65.9,0,0
SUNB,Sunbelt Rentals Holdings Inc.,NYSE,Industrial,Building Materials,2026-08-14,1690675.0,84.79,78.32,76.93,,17.71,67.33,1.9728,1.1538,0.819,84.79,77.08,69.38,1.9766,83.7,0,0
SW,Smurfit Westrock Plc,NYSE,Materials,Containers & Packaging,2026-08-14,4917700.0,49.25,48.38,45.4,41.56,12.77,57.45,1.2313,1.1344,0.097,52.08,47.52,42.96,0.8284,49.89,0,0
SWK,Stanley Black & Decker Inc.,NYSE,Industrial,Diversified Industrials,2026-08-14,1105000.0,102.07,99.99,90.77,79.69,23.36,63.27,3.9286,3.7131,0.2155,108.67,96.88,85.1,0.6856,102.18,0,0
SWKS,Skyworks Solutions Inc.,NASD,Technology,Semiconductors,2026-08-14,3810900.0,69.62,66.38,66.42,64.19,16.47,59.78,1.4954,0.6058,0.8896,72.13,64.97,57.81,0.5725,69.85,0,0
SYF,Synchrony Financial,NYSE,Financial,Consumer Finance,2026-08-14,2124600.0,81.0,78.26,75.17,74.7,18.52,65.44,1.566,1.2114,0.3546,82.26,76.7,71.14,1.0341,80.88,0,0
TD,Toronto Dominion Bank,NYSE,Financial,Banks,2026-08-14,1389100.0,124.36,121.03,119.81,101.71,15.96,62.93,0.9666,0.6928,0.2737,123.91,120.77,117.64,1.2389,124.31,0,0
TEAM,Atlassian Corp.,NASD,Technology,Software,2026-08-14,4191200.0,162.22,127.09,98.94,107.85,41.24,78.91,18.5307,12.427,6.1037,171.69,115.73,59.76,5.2984,164.36,0,0
TECH,Bio-Techne Corporation,NASD,Health Care,Biotechnology,2026-08-14,2013900.0,72.4,72.12,66.93,60.1,59.25,72.48,1.2926,1.7138,-0.4211,72.45,71.99,71.52,0.0997,72.33,0,0
TECK,Teck Resources Ltd.,NYSE,Materials,Nonferrous Metals,2026-08-14,1413300.0,63.53,63.48,61.18,54.68,15.6,53.59,1.5157,1.2469,0.2688,69.33,61.85,54.37,1.348,63.44,0,0
TER,"Teradyne, Inc.",NASD,Technology,Semiconductors,2026-08-14,1842600.0,418.79,376.63,383.44,301.83,12.36,60.34,8.7942,1.7725,7.0216,425.28,370.42,315.55,19.9822,422.98,0,0
TEVA,Teva Pharmaceutical Industries Ltd.,NYSE,Health Care,Pharmaceuticals,2026-08-14,2332500.0,36.77,35.23,33.59,31.53,26.34,66.88,1.0111,0.6655,0.3456,38.45,33.94,29.42,0.2274,36.77,100,0
TFC,Truist Financial Corporation,NYSE,Financial,Banks,2026-08-14,6130800.0,53.1,52.46,51.12,49.2,14.13,59.46,0.4605,0.4651,-0.0046,53.37,52.18,51.0,0.4556,53.22,0,0
TFX,"Teleflex, Inc.",NYSE,Health Care,Medical Supplies,2026-08-14,586000.0,137.17,136.12,132.39,121.53,11.35,54.93,1.1702,1.2489,-0.0787,140.39,135.19,130.0,1.8465,137.91,0,0
TGT,Target Corp.,NYSE,Consumer Staples,General Retailers,2026-08-14,3615800.0,154.48,149.24,137.71,117.23,29.59,71.03,5.0295,4.3962,0.6333,158.14,145.85,133.56,1.3249,155.29,0,0
THC,Tenet Healthcare Corp.,NYSE,Health Care,Health Care Providers,2026-08-14,529900.0,267.9,259.48,209.11,203.23,39.16,72.28,17.2088,16.9964,0.2125,295.68,244.73,193.77,3.7233,268.93,0,0
TIGO,Millicom Intl Cellular S.A.,NASD,Communication Services,Mobile Telecommunications,2026-08-14,1022200.0,93.89,95.45,92.88,72.99,11.98,48.3,0.553,0.9911,-0.4381,100.88,95.82,90.76,0.9707,94.14,0,0
TKO,"TKO Group Holdings, Inc.",NYSE,Communication Services,Entertainment,2026-08-14,955800.0,201.28,188.9,193.4,196.9,22.43,67.24,1.7404,-0.6858,2.4262,198.96,186.68,174.41,4.1727,201.78,0,0
TKR,Timken Co.,NYSE,Industrial,Industrial Machinery,2026-08-14,993200.0,133.5,132.86,137.24,107.72,26.26,48.86,-1.8548,-1.4041,-0.4507,144.86,134.92,124.98,2.3619,133.36,0,0
TMO,Thermo Fisher Scientific Inc.,NYSE,Health Care,Medical Equipment,2026-08-14,1057600.0,588.29,584.75,528.79,532.6,31.33,62.72,19.7983,20.1712,-0.3728,620.1,573.14,526.17,5.9158,591.99,0,0
TOST,Toast Inc.,NYSE,Technology,Computer Services,2026-08-14,7253100.0,34.75,33.95,29.27,30.23,31.55,63.85,1.6616,1.637,0.0247,37.07,32.7,28.32,0.5385,34.61,0,0
TPG,TPG Inc.,NASD,Financial,Asset Managers,2026-08-14,6618300.0,53.03,48.01,43.72,49.38,30.24,70.31,2.6745,1.8447,0.8298,54.42,46.38,38.33,2.0584,54.2,0,0
TRGP,Targa Resources Corp.,NYSE,Energy,Exploration & Production,2026-08-14,716200.0,275.79,265.77,269.67,228.25,22.18,55.42,-0.9283,-1.2973,0.369,286.7,270.12,253.54,3.7495,272.72,0,0
TRI,Thomson Reuters Corp.,NASD,Communication Services,Publishing,2026-08-14,1341700.0,103.61,102.82,91.02,104.79,33.24,56.34,3.7494,3.7547,-0.0053,112.07,99.32,86.58,1.1628,104.24,-100,0
TROW,"T. Rowe Price Associates, Inc.",NASD,Financial,Asset Managers,2026-08-14,1027400.0,110.56,114.59,113.26,102.98,18.21,40.79,-0.6894,0.1745,-0.864,121.12,115.25,109.38,1.3392,110.39,0,0
TRU,TransUnion.com,NYSE,Financial,Specialty Finance,2026-08-14,1076700.0,80.48,80.56,74.79,76.39,21.12,55.32,1.3883,1.6195,-0.2313,84.24,79.29,74.35,0.7259,80.8,0,0
TRV,"The Travelers Cos., Inc.",NYSE,Financial,Property-Casualty Insurance,2026-08-14,1222000.0,370.36,378.72,344.88,305.69,27.38,53.61,7.4894,11.0696,-3.5803,394.31,378.31,362.32,2.6683,369.12,0,0
TSEM,Tower Semiconductor Ltd.,NASD,Technology,Semiconductors,2026-08-14,1148300.0,265.48,233.19,244.43,176.45,11.64,57.72,4.4616,-0.6477,5.1094,277.36,235.51,193.67,5.8432,262.02,0,0
TSM,Taiwan Semiconductor Mfg,NYSE,Technology,Semiconductors,2026-08-14,6324700.0,426.35,412.62,425.17,363.49,12.51,54.31,1.4022,-1.9475,3.3496,439.21,412.15,385.09,4.498,430.19,0,0
TT,Trane Technologies Inc,NYSE,Industrial,Building Materials,2026-08-14,552700.0,480.2,470.53,474.1,442.73,13.03,53.48,1.7978,0.3778,1.4199,496.4,472.16,447.92,2.4843,479.51,0,0
TTAN,ServiceTitan Inc.,NASD,Technology,Software,2026-08-14,934700.0,90.4,86.03,76.11,78.33,26.57,63.97,4.539,3.7526,0.7863,96.54,82.06,67.58,2.4386,92.74,0,0
TTE,TotalEnergies SE,NYSE,Energy,Integrated Oil & Gas,2026-08-14,1294300.0,88.33,86.72,83.31,78.56,20.58,61.07,1.3909,1.228,0.1629,89.7,86.02,82.35,0.4246,87.77,0,0
TTEK,Tetra Tech Inc.,NASD,Industrial,Waste & Disposal Services,2026-08-14,3369500.0,36.51,34.65,30.98,32.72,31.0,72.08,1.4811,1.3013,0.1797,37.39,33.6,29.82,0.5901,36.57,0,0
TTMI,"TTM Technologies, Inc.",NASD,Technology,Electrical Components,2026-08-14,1664800.0,140.0,127.0,157.23,116.22,20.24,51.28,-4.0817,-7.6348,3.5531,154.09,130.14,106.18,4.2564,141.16,100,0
TTWO,"Take-Two Interactive Software, Inc.",NASD,Communication Services,Internet,2026-08-14,1118800.0,246.95,244.26,237.86,229.04,11.51,54.16,1.8262,1.6617,0.1645,254.75,241.7,228.65,4.408,242.82,0,0
TWLO,Twilio Inc.,NYSE,Technology,Software,2026-08-14,2797700.0,238.2,216.39,206.9,155.43,25.05,62.77,11.8643,6.4119,5.4524,259.75,209.26,158.78,5.7861,242.0,-100,0
TWST,Twist Bioscience Corp.,NASD,Health Care,Biotechnology,2026-08-14,1140800.0,118.57,108.16,93.69,56.78,35.88,63.21,9.1938,7.0478,2.1459,131.94,103.05,74.16,2.5473,121.32,0,0
TXG,10x Genomics Inc.,NASD,Health Care,Medical Equipment,2026-08-14,2014700.0,56.09,51.36,41.74,25.37,42.63,66.99,4.4306,3.8529,0.5777,59.62,49.84,40.05,0.906,56.75,0,0
TXN,"Texas Instruments, Inc.",NASD,Technology,Semiconductors,2026-08-14,4762600.0,279.58,277.79,292.14,231.76,18.29,47.28,-4.0653,-4.5319,0.4666,292.04,280.13,268.22,2.8874,276.34,0,0
TXRH,Texas Roadhouse Inc.,NASD,Consumer Discretionary,Restaurants & Bars,2026-08-14,662900.0,207.1,208.35,190.76,177.28,36.08,57.85,5.2335,5.7889,-0.5554,217.92,204.2,190.48,2.7714,208.43,0,0
U,Unity Software Inc.,NYSE,Technology,Software,2026-08-14,9591100.0,46.25,38.59,31.63,31.64,39.62,84.83,4.1997,2.9935,1.2061,48.35,35.86,23.37,1.1683,46.34,0,0
UAL,United Airlines Holdings Inc.,NASD,Industrial,Airlines,2026-08-14,3385100.0,125.34,126.24,122.46,106.97,14.87,51.75,1.4999,1.6607,-0.1609,133.85,123.7,113.56,0.9486,126.02,0,0
UBER,"Uber Technologies, Inc.",NYSE,Industrial,Transportation Services,2026-08-14,10195700.0,75.95,73.12,72.25,77.59,13.51,56.95,1.1209,0.4352,0.6857,78.65,72.04,65.42,1.2811,75.38,0,0
UCTT,Ultra Clean Holdings Inc.,NASD,Technology,Semiconductors,2026-08-14,1922500.0,84.93,83.92,99.13,63.64,12.09,46.06,-3.1771,-4.195,1.0179,104.05,87.68,71.3,3.9249,89.87,0,0
UNH,"Unitedhealth Group, Inc.",NYSE,Health Care,Health Care Providers,2026-08-14,3476400.0,401.73,410.68,415.19,346.94,23.75,42.39,-4.0475,-1.7904,-2.257,435.52,415.03,394.53,3.2959,400.13,0,0
UNM,Unum Group,NYSE,Financial,Life Insurance,2026-08-14,1248100.0,93.33,89.6,89.33,79.89,18.38,61.38,1.0925,0.5623,0.5302,93.88,88.93,83.98,1.1934,93.16,0,0
UNP,Union Pacific Corp.,NYSE,Industrial,Railroad,2026-08-14,2267900.0,293.68,293.58,282.84,254.23,23.18,53.29,2.7076,3.6393,-0.9317,303.62,295.15,286.69,1.9439,295.62,-100,0
USB,US Bancorp,NYSE,Financial,Banks,2026-08-14,4690400.0,65.42,64.1,61.6,55.54,29.84,66.06,0.9252,0.9329,-0.0077,65.4,63.97,62.55,0.49,65.49,0,0
USFD,US Foods Holding Corp.,NYSE,Consumer Staples,Food Retailers,2026-08-14,1904400.0,108.92,104.94,98.55,87.78,31.09,66.14,3.4382,2.6813,0.7569,113.38,102.35,91.32,0.8993,109.85,0,0
V,Visa Inc.,NYSE,Financial,Consumer Finance,2026-08-14,8106900.0,364.15,365.52,348.46,331.31,20.07,55.8,3.9455,5.2551,-1.3096,373.4,362.85,352.3,2.0322,364.17,0,0
VAL,Valaris Ltd.,NYSE,Energy,Oil Equipment & Services,2026-08-14,1744000.0,85.62,79.97,79.97,77.47,23.09,61.79,1.5153,0.2956,1.2197,87.26,79.43,71.59,0.5994,85.36,0,0
VEEV,Veeva Systems Inc.,NYSE,Technology,Software,2026-08-14,1426000.0,243.75,221.68,190.05,200.83,38.94,72.93,15.6368,12.1112,3.5256,253.88,211.75,169.62,6.3117,248.67,0,0
VIAV,Viavi Solutions Inc.,NASD,Technology,Telecom Equipment,2026-08-14,3188400.0,43.54,38.66,43.47,33.25,20.68,56.09,-0.2563,-1.2278,0.9714,45.24,39.27,33.31,2.6838,44.5,0,0
VICR,Vicor Corp.,NASD,Technology,Electrical Components,2026-08-14,682200.0,234.74,213.94,265.64,194.15,22.98,50.75,-10.2271,-15.7745,5.5474,240.7,215.35,190.0,9.9686,234.96,100,0
VIK,Viking Holdings Ltd.,NYSE,Consumer Discretionary,Recreational Services,2026-08-14,5288100.0,97.99,104.56,99.77,80.07,23.66,41.9,1.1149,1.8232,-0.7083,109.47,103.2,96.92,2.7771,101.32,0,0
VIRT,"Virtu Financial, Inc.",NYSE,Financial,Investment Services,2026-08-14,1484100.0,60.02,57.52,59.0,45.48,24.25,56.11,-0.51,-0.5686,0.0586,60.87,57.87,54.87,1.7092,59.16,0,0
VLO,Valero Energy Corp,NYSE,Energy,Exploration & Production,2026-08-14,1918800.0,341.67,314.18,284.12,226.27,25.47,72.82,13.0618,10.807,2.2547,337.79,312.51,287.24,10.6431,345.26,0,0
VLTO,Veralto Corp.,NYSE,Industrial,Diversified Industrials,2026-08-14,852800.0,97.68,97.0,91.03,93.5,27.78,59.82,1.8239,1.9191,-0.0952,100.84,95.51,90.18,0.456,97.54,0,0
VRT,"Vertiv Holdings, LLC",NYSE,Industrial,Industrial Suppliers,2026-08-14,3153600.0,293.84,267.24,296.74,251.25,13.41,54.12,-4.0149,-8.6637,4.6487,320.91,276.01,231.12,8.0415,294.81,100,0
VRTX,Vertex Pharmaceuticals Inc.,NASD,Health Care,Biotechnology,2026-08-14,1130500.0,505.75,496.31,481.44,457.11,24.69,56.49,9.8252,6.7468,3.0785,527.63,490.64,453.66,8.4444,510.39,0,0
VSAT,"ViaSat, Inc.",NASD,Technology,Telecom Equipment,2026-08-14,1414800.0,82.87,80.86,73.49,54.55,16.45,56.15,3.1946,2.7907,0.4038,89.19,78.52,67.85,1.5962,83.37,0,0
VSH,"Vishay Intertech, Inc.",NYSE,Technology,Electrical Components,2026-08-14,2933200.0,35.08,33.91,45.73,27.64,21.49,44.79,-2.763,-3.2598,0.4968,41.15,35.4,29.65,0.7142,34.46,0,0
VSXY,Victoria's Secret & Co.,NYSE,Consumer Discretionary,Apparel Retailers,2026-08-14,1236300.0,89.02,91.63,83.56,59.17,30.96,52.07,3.3147,3.7915,-0.4768,98.27,89.82,81.36,3.7062,88.43,0,0
VTR,"Ventas, Inc.",NYSE,Real Estate,Specialty REITs,2026-08-14,3000700.0,91.52,92.2,90.17,83.89,27.26,48.63,-0.4861,0.2479,-0.734,101.55,94.02,86.5,1.8113,90.44,0,0
VZ,Verizon Communications,NYSE,Communication Services,Fixed Telecommunications,2026-08-14,15062200.0,48.48,47.22,45.34,44.99,15.31,64.74,0.8262,0.6651,0.1611,49.42,46.51,43.6,0.6288,48.37,0,0
W,Wayfair Inc.,NYSE,Consumer Discretionary,Home Improvement Retailers,2026-08-14,1906000.0,101.63,99.57,89.61,88.39,25.15,56.38,4.3947,4.2147,0.18,114.73,95.61,76.49,0.9039,101.33,0,0
WAB,Westinghouse Air Brake Technologies Corporation,NYSE,Industrial,Commercial Vehicles,2026-08-14,1105300.0,299.02,296.04,276.41,247.72,22.23,61.82,6.692,7.1558,-0.4637,315.76,292.86,269.97,1.8059,298.88,0,0
WBD,Warner Bros. Discovery Inc.,NASD,Communication Services,Entertainment,2026-08-14,12495600.0,27.99,26.53,26.55,26.83,19.69,68.44,0.295,0.0432,0.2519,27.85,26.3,24.75,0.4245,28.05,0,0
WBS,Webster Financial Corp.,NYSE,Financial,Banks,2026-08-14,10391300.0,79.0,78.2,76.17,69.31,21.6,63.4,0.8883,0.8154,0.0729,80.17,77.57,74.96,0.152,79.08,0,0
WDAY,"Workday, Inc.",NASD,Technology,Software,2026-08-14,8192000.0,198.68,174.92,145.2,162.65,26.56,69.19,14.3967,11.152,3.2447,205.27,164.02,122.78,11.5843,200.03,0,0
WDC,Western Digital Corp.,NASD,Technology,Computer Hardware,2026-08-14,9945700.0,508.8,486.48,552.41,349.72,18.75,50.4,-20.5625,-21.5811,1.0186,583.21,498.96,414.7,28.202,503.34,0,0
WELL,Welltower Inc.,NYSE,Real Estate,Specialty REITs,2026-08-14,1974000.0,235.52,235.06,228.88,207.06,19.76,51.27,0.1653,1.4861,-1.3208,252.2,238.73,225.27,3.6368,234.13,0,0
WES,"Western Midstream Partners, LP",NYSE,Energy,Exploration & Production,2026-08-14,1786000.0,48.92,47.3,45.39,42.15,25.34,67.77,0.7815,0.6805,0.101,48.65,47.23,45.81,0.4841,48.82,0,0
WFC,Wells Fargo & Co.,NYSE,Financial,Banks,2026-08-14,8788500.0,88.82,87.41,85.63,84.97,12.45,57.8,0.8393,0.822,0.0173,89.69,87.2,84.71,0.6233,88.83,0,0
WIX,Wix.com Ltd.,NASD,Technology,Software,2026-08-14,2081100.0,74.13,63.77,52.53,79.16,24.17,65.67,5.4657,3.7497,1.716,76.31,60.13,43.94,6.1183,77.77,0,0
WMB,"Williams Cos., Inc.",NYSE,Energy,Pipelines,2026-08-14,6043300.0,75.2,71.77,73.23,69.05,24.63,59.13,-0.0946,-0.4959,0.4013,75.64,72.34,69.04,1.1737,74.71,0,0
WPM,Wheaton Precious Metals Corp.,NYSE,Materials,Nonferrous Metals,2026-08-14,1366900.0,134.21,122.84,116.07,125.48,22.27,68.63,5.6975,3.3535,2.3441,140.45,118.9,97.36,1.0607,133.57,0,0
WSM,"Williams Sonoma, Inc.",NYSE,Consumer Discretionary,Specialty Retailers,2026-08-14,708400.0,241.58,242.73,228.8,201.31,27.74,56.0,6.1229,6.3238,-0.2009,258.6,237.24,215.88,3.9285,240.79,0,0
WTW,Willis Towers Watson Public Ltd. Co.,NASD,Financial,Insurance Brokers,2026-08-14,729200.0,331.59,335.68,292.17,298.83,44.87,63.03,14.1557,15.3418,-1.1862,365.35,322.71,280.07,4.6144,332.01,0,0
XOM,Exxon Mobil Corp.,NYSE,Energy,Integrated Oil & Gas,2026-08-14,10231300.0,160.1,156.34,147.57,141.32,19.64,64.32,3.3348,3.1053,0.2295,161.77,155.6,149.42,0.5115,159.5,0,0
XPO,"XPO Logistics, Inc.",NYSE,Industrial,Transportation Services,2026-08-14,879300.0,211.06,202.76,208.54,184.55,18.86,55.82,-0.3521,-1.484,1.132,217.6,205.65,193.7,4.2961,212.76,0,0
XYZ,"Block, Inc.",NYSE,Financial,Consumer Finance,2026-08-14,4281600.0,82.88,81.46,77.28,67.87,19.51,57.93,0.956,1.1309,-0.1749,85.36,80.62,75.88,2.0833,82.83,0,0
ZBH,"Zimmer Biomet Holdings, Inc.",NYSE,Health Care,Medical Equipment,2026-08-14,2152700.0,100.65,97.11,91.46,90.9,19.73,65.44,2.4141,2.0978,0.3163,102.17,95.0,87.83,1.2801,100.24,0,0
ZBRA,Zebra Technologies Corp.,NASD,Technology,Electronic Equipment,2026-08-14,573400.0,376.03,343.94,277.69,249.67,42.3,78.6,32.5374,27.0573,5.4801,422.08,319.32,216.56,2.3212,377.53,0,0
ZETA,Zeta Global Holdings Corp.,NYSE,Technology,Software,2026-08-14,4852100.0,29.05,25.5,21.95,19.26,34.28,69.76,2.1885,1.5588,0.6297,30.93,23.95,16.96,0.7103,29.48,0,0
ZIM,Zim Integrated Shipping Services Ltd.,NYSE,Industrial,Marine Transportation,2026-08-14,3933500.0,28.14,25.84,25.21,23.7,18.73,63.61,0.4621,0.2776,0.1846,27.75,25.55,23.36,1.3092,27.62,0,0
ZM,"Zoom Communications, Inc.",NASD,Technology,Computer Services,2026-08-14,2783200.0,105.96,100.95,93.21,89.15,28.9,63.59,4.4027,3.2077,1.1949,112.53,97.15,81.78,1.643,107.1,-100,0
ZS,"Zscaler, Inc.",NASD,Technology,Software,2026-08-14,2249300.0,183.6,165.71,145.46,183.08,30.95,70.78,10.2184,7.3333,2.8851,188.3,159.51,130.72,4.3916,185.56,0,0
